2019-01-16-22-25-14  Notice   Starting Nancy on http://localhost:8888
2019-01-16-22-25-26  Notice   Application started
2019-01-16-22-25-26  Notice   Running mailing task
2019-01-16-22-25-26  Notice   Mailing task complete
2019-01-16-22-25-26  Notice   Running billing task
2019-01-16-22-25-30  Notice   Billing process modified Kevin R. R. Barnes: Created bill 20190116M0000135 for Kevin R. R. Barnes in Piratenpartei Zentralschweiz
2019-01-16-22-25-31  Notice   Billing process modified Mary Bryant: Created bill 20190116M0000136 for Mary Bryant in Piratenpartei Zentralschweiz
2019-01-16-22-25-32  Notice   Billing process modified Sharon A. Bennett: Created bill 20190116M0000137 for Sharon A. Bennett in Piratenpartei Zentralschweiz
2019-01-16-22-25-34  Notice   Billing process modified Linda C. S. Ross: Created bill 20190116M0000138 for Linda C. S. Ross in Piratenpartei Zentralschweiz
2019-01-16-22-25-35  Notice   Billing process modified James M. Harris: Created bill 20190116M0000139 for James M. Harris in Piratenpartei Zentralschweiz
2019-01-16-22-25-35  Notice   Billing task complete
2019-01-16-22-25-35  Notice   Running mailing task
2019-01-16-22-25-35  Notice   No bill sending template for Mitglied in Piratenpartei Zentralschweiz at level 1
2019-01-16-22-25-35  Notice   No bill sending template for Mitglied in Piratenpartei Zentralschweiz at level 1
2019-01-16-22-25-35  Notice   No bill sending template for Mitglied in Piratenpartei Zentralschweiz at level 1
2019-01-16-22-25-35  Notice   No bill sending template for Mitglied in Piratenpartei Zentralschweiz at level 1
2019-01-16-22-25-35  Notice   No bill sending template for Mitglied in Piratenpartei Zentralschweiz at level 1
2019-01-16-22-25-35  Notice   Mailing task complete
2019-01-16-22-26-10  Notice   User admin id e9e10edf-01c6-4d01-ac73-86bc7be6966d logged in.
2019-01-16-22-28-11  Notice   admin added bill sending template Level1German
2019-01-16-22-28-45  Notice   admin added bill sending template Level1English
