2019-01-18-20-34-47  Notice   Starting Nancy on http://localhost:8888
2019-01-18-20-34-59  Notice   Application started
2019-01-18-20-34-59  Notice   Running mailing task
2019-01-18-20-34-59  Notice   Mailing task complete
2019-01-18-20-34-59  Notice   Running billing task
2019-01-18-20-35-02  Notice   Billing process modified Sandra Perry: Created bill 20190118M0000092 for Sandra Perry in Piratenpartei Zentralschweiz
2019-01-18-20-35-03  Notice   User admin id 2d14db38-9839-439e-94ca-6a332f8d56c6 logged in.
2019-01-18-20-35-04  Notice   Billing process modified Anna H. Thomas: Created bill 20190118M0000093 for Anna H. Thomas in Piratenpartei Zentralschweiz
2019-01-18-20-35-05  Notice   Billing process modified Timothy C. S. Nelson: Created bill 20190118M0000094 for Timothy C. S. Nelson in Piratenpartei Zentralschweiz
2019-01-18-20-35-06  Notice   Billing process modified Brenda Phillips: Created bill 20190118M0000095 for Brenda Phillips in Piratenpartei Zentralschweiz
2019-01-18-20-35-07  Notice   Billing process modified Laura B. Young: Created bill 20190118M0000096 for Laura B. Young in Piratenpartei Zentralschweiz
2019-01-18-20-35-07  Notice   Billing task complete
2019-01-18-20-35-07  Notice   Running mailing task
2019-01-18-20-35-08  Verbose  Sending message to "Kevin Simmons" <stefan+kevin.simmons@savvy.ch>
2019-01-18-20-35-08  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-18-20-35-08  Info     Message sent to "Kevin Simmons" <stefan+kevin.simmons@savvy.ch>
2019-01-18-20-35-08  Notice   Billing process modified Kevin Simmons: Sent bill 20190118M0000091 using template L1G by e-mail to stefan+kevin.simmons@savvy.ch
2019-01-18-20-35-08  Verbose  Sending message to "Sandra Perry" <stefan+sandra.perry@savvy.ch>
2019-01-18-20-35-08  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-18-20-35-09  Info     Message sent to "Sandra Perry" <stefan+sandra.perry@savvy.ch>
2019-01-18-20-35-09  Notice   Billing process modified Sandra Perry: Sent bill 20190118M0000092 using template L1G by e-mail to stefan+sandra.perry@savvy.ch
2019-01-18-20-35-09  Verbose  Sending message to "Anna H. Thomas" <stefan+anna.thomas@savvy.ch>
2019-01-18-20-35-09  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-18-20-35-09  Info     Message sent to "Anna H. Thomas" <stefan+anna.thomas@savvy.ch>
2019-01-18-20-35-09  Notice   Billing process modified Anna H. Thomas: Sent bill 20190118M0000093 using template L1G by e-mail to stefan+anna.thomas@savvy.ch
2019-01-18-20-35-09  Verbose  Sending message to "Timothy C. S. Nelson" <stefan+timothy.nelson@savvy.ch>
2019-01-18-20-35-09  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-18-20-35-09  Info     Message sent to "Timothy C. S. Nelson" <stefan+timothy.nelson@savvy.ch>
2019-01-18-20-35-09  Notice   Billing process modified Timothy C. S. Nelson: Sent bill 20190118M0000094 using template L1G by e-mail to stefan+timothy.nelson@savvy.ch
2019-01-18-20-35-09  Verbose  Sending message to "Brenda Phillips" <stefan+brenda.phillips@savvy.ch>
2019-01-18-20-35-09  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-18-20-35-09  Info     Message sent to "Brenda Phillips" <stefan+brenda.phillips@savvy.ch>
2019-01-18-20-35-09  Notice   Billing process modified Brenda Phillips: Sent bill 20190118M0000095 using template L1G by e-mail to stefan+brenda.phillips@savvy.ch
2019-01-18-20-35-09  Notice   Mailing task complete
