2019-01-18-20-47-42  Notice   Starting Nancy on http://localhost:8888
2019-01-18-20-47-54  Notice   Application started
2019-01-18-20-47-54  Notice   Running mailing task
2019-01-18-20-47-54  Notice   Mailing task complete
2019-01-18-20-47-54  Notice   Running billing task
2019-01-18-20-47-58  Notice   Billing process modified Stephanie Bailey: Created bill 20190118M0000117 for Stephanie Bailey in Piratenpartei Zentralschweiz
2019-01-18-20-47-59  Notice   Billing process modified Jason Morgan: Created bill 20190118M0000118 for Jason Morgan in Piratenpartei Zentralschweiz
2019-01-18-20-48-00  Notice   User admin id 2d14db38-9839-439e-94ca-6a332f8d56c6 logged in.
2019-01-18-20-48-01  Notice   Billing process modified Kimberly M. N. Cook: Created bill 20190118M0000119 for Kimberly M. N. Cook in Piratenpartei Zentralschweiz
2019-01-18-20-48-02  Notice   Billing process modified Ronald T. J. Parker: Created bill 20190118M0000120 for Ronald T. J. Parker in Piratenpartei Zentralschweiz
2019-01-18-20-48-03  Notice   Billing process modified Jason Sanchez: Created bill 20190118M0000121 for Jason Sanchez in Piratenpartei Zentralschweiz
2019-01-18-20-48-03  Notice   Billing task complete
2019-01-18-20-48-03  Notice   Running mailing task
2019-01-18-20-48-03  Verbose  Sending message to "Brian Stewart" <stefan+brian.stewart@savvy.ch>
2019-01-18-20-48-04  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-18-20-48-04  Info     Message sent to "Brian Stewart" <stefan+brian.stewart@savvy.ch>
2019-01-18-20-48-04  Notice   Billing process modified Brian Stewart: Sent bill 20190118M0000116 using template L1G by e-mail to stefan+brian.stewart@savvy.ch
2019-01-18-20-48-04  Verbose  Sending message to "Stephanie Bailey" <stefan+stephanie.bailey@savvy.ch>
2019-01-18-20-48-04  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-18-20-48-04  Info     Message sent to "Stephanie Bailey" <stefan+stephanie.bailey@savvy.ch>
2019-01-18-20-48-04  Notice   Billing process modified Stephanie Bailey: Sent bill 20190118M0000117 using template L1G by e-mail to stefan+stephanie.bailey@savvy.ch
2019-01-18-20-48-04  Verbose  Sending message to "Jason Morgan" <stefan+jason.morgan@savvy.ch>
2019-01-18-20-48-04  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-18-20-48-04  Info     Message sent to "Jason Morgan" <stefan+jason.morgan@savvy.ch>
2019-01-18-20-48-04  Notice   Billing process modified Jason Morgan: Sent bill 20190118M0000118 using template L1G by e-mail to stefan+jason.morgan@savvy.ch
2019-01-18-20-48-04  Verbose  Sending message to "Kimberly M. N. Cook" <stefan+kimberly.cook@savvy.ch>
2019-01-18-20-48-04  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-18-20-48-04  Info     Message sent to "Kimberly M. N. Cook" <stefan+kimberly.cook@savvy.ch>
2019-01-18-20-48-04  Notice   Billing process modified Kimberly M. N. Cook: Sent bill 20190118M0000119 using template L1G by e-mail to stefan+kimberly.cook@savvy.ch
2019-01-18-20-48-04  Verbose  Sending message to "Ronald T. J. Parker" <stefan+ronald.parker@savvy.ch>
2019-01-18-20-48-04  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-18-20-48-04  Info     Message sent to "Ronald T. J. Parker" <stefan+ronald.parker@savvy.ch>
2019-01-18-20-48-04  Notice   Billing process modified Ronald T. J. Parker: Sent bill 20190118M0000120 using template L1G by e-mail to stefan+ronald.parker@savvy.ch
2019-01-18-20-48-04  Notice   Mailing task complete
